,value,return,cumulate_return
2021-05-21 11:30:00,-28.043828396255115,-1.3038215048063648,363.3329984571976
2021-05-21 13:30:00,0.9826972083599178,12.654706176004641,375.98770463320227
2021-05-21 14:00:00,48.677515648019224,-0.025010758963676438,375.9626938742386
2021-05-21 14:30:00,11.086568290683386,0.510788465663893,376.4734823399025
2021-05-21 15:00:00,142.10085132006276,0.9228941794833521,377.39637651938585
2021-05-24 10:00:00,-69.77007344634836,1.785779959029128,379.182156478415
2021-05-24 10:30:00,-102.95961604680419,-1.0006754783813534,378.1814810000336
2021-05-24 11:00:00,-141.4894521795119,-5.266817500313692,372.91466349971995
2021-05-24 11:30:00,-136.70355332728843,-1.2461008950993744,371.66856260462055
2021-05-24 13:30:00,-217.47602182058915,4.4521639830730635,376.12072658769364
2021-05-24 14:00:00,-236.50073041335958,2.3094768967950188,378.43020348448863
2021-05-24 14:30:00,-460.2643545422809,0.9281563113250115,379.3583597958136
2021-05-24 15:00:00,-622.0014981504158,3.8012862814974824,383.1596460773111
2021-05-25 10:00:00,110.33469962094615,9.141222723815645,392.30086880112674
2021-05-25 10:30:00,-65.30783419846806,-5.824920557219073,386.4759482439077
2021-05-25 11:00:00,0.0,4.18480755761005,390.6607558015177
2021-05-25 11:30:00,0.0,0.0,390.6607558015177
2021-05-25 13:30:00,0.0,0.0,390.6607558015177
2021-05-25 14:00:00,0.0,0.0,390.6607558015177
2021-05-25 14:30:00,0.0,0.0,390.6607558015177
2021-05-25 15:00:00,0.0,0.0,390.6607558015177
2021-05-26 10:00:00,201.61034097021775,0.0,390.6607558015177
2021-05-26 10:30:00,0.0,-3.5195768634805518,387.14117893803717
2021-05-26 11:00:00,0.0,0.0,387.14117893803717
2021-05-26 11:30:00,0.0,0.0,387.14117893803717
2021-05-26 13:30:00,0.0,0.0,387.14117893803717
2021-05-26 14:00:00,0.0,0.0,387.14117893803717
2021-05-26 14:30:00,0.0,0.0,387.14117893803717
2021-05-26 15:00:00,0.0,0.0,387.14117893803717
2021-05-27 10:00:00,16.87398485412317,0.0,387.14117893803717
2021-05-27 10:30:00,-13.59728446981488,0.22660622954768783,387.3677851675849
2021-05-27 11:00:00,-19.756360519027535,1.2520900368296815,388.61987520441454
2021-05-27 11:30:00,-21.80648103075567,-1.0748236761235788,387.54505152829097
2021-05-27 13:30:00,-11.562961266759558,2.8195936749083828,390.36464520319936
2021-05-27 14:00:00,-14.314959965416683,-0.48646320555212164,389.87818199764723
2021-05-27 14:30:00,-13.502389475233128,0.9538384086753631,390.8320204063226
2021-05-27 15:00:00,-14.635151143785158,0.7841143921610882,391.6161347984837
2021-05-28 10:00:00,-15.238839409776153,1.6990133974035473,393.3151481958872
2021-05-28 10:30:00,27.03615726204459,2.4880703728643745,395.8032185687516
2021-05-28 11:00:00,-26.788622132199436,-1.3028204273454023,394.5003981414062
2021-05-28 11:30:00,-22.900248579640675,0.022159812037237714,394.5225579534434
2021-05-28 13:30:00,-10.085006300557273,2.1723712302519402,396.69492918369536
2021-05-28 14:00:00,-32.452918466162735,3.1173630716971745,399.81229225539255
2021-05-28 14:30:00,-76.59795351555114,2.180591758146491,401.992884013539
2021-05-28 15:00:00,11.73999666357473,0.9043650510707977,402.8972490646098
2021-05-31 10:00:00,29.67858290723113,1.064892090370753,403.96214115498054
