,time,mkt,code,K,S,T,CorP
35107,2021-05-06 11:00:00,0.7859999999999999,510050P2109M04200,4.2,3.44329944,0.3809523809523809,0
35108,2021-05-06 11:00:00,0.1727,510050P2105M03600,3.6,3.44329944,0.05555555555555555,0
35109,2021-05-06 11:00:00,0.0119,510050C2105M03600,3.6,3.44329944,0.05555555555555555,1
35110,2021-05-06 11:00:00,0.0918,510050P2112A03100,3.1,3.44329944,0.6190476190476191,0
35111,2021-05-06 11:00:00,0.0281,510050C2109M04000,4.0,3.44329944,0.3809523809523809,1
35112,2021-05-06 11:00:00,0.5162,510050P2109M03900,3.9,3.44329944,0.3809523809523809,0
35113,2021-05-06 11:00:00,0.1737,510050C2109M03400,3.4,3.44329944,0.3809523809523809,1
35114,2021-05-06 11:30:00,0.1745,510050C2109M03400,3.4,3.445630501,0.3809523809523809,1
35115,2021-05-06 11:30:00,0.003,510050C2106M04100,4.1,3.445630501,0.13095238095238096,1
35116,2021-05-06 11:30:00,0.4429,510050C2105M03000,3.0,3.445630501,0.05555555555555555,1
35117,2021-05-06 11:30:00,0.2742,510050P2109M03600,3.6,3.445630501,0.3809523809523809,0
35118,2021-05-06 11:30:00,0.0126,510050C2109M04300,4.3,3.445630501,0.3809523809523809,1
35119,2021-05-06 11:30:00,0.1225,510050P2112A03200,3.2,3.445630501,0.6190476190476191,0
35120,2021-05-06 11:30:00,0.425,510050P2109M03800,3.8,3.445630501,0.3809523809523809,0
35121,2021-05-06 11:30:00,0.0295,510050P2109M03000,3.0,3.445630501,0.3809523809523809,0
35122,2021-05-06 11:30:00,0.0368,510050C2109M03900,3.9,3.445630501,0.3809523809523809,1
35123,2021-05-06 11:30:00,0.0781,510050C2105M03400,3.4,3.445630501,0.05555555555555555,1
35124,2021-05-06 11:30:00,0.395,510050C2112A03100,3.1,3.445630501,0.6190476190476191,1
35125,2021-05-06 11:30:00,0.3986,510050P2112A03700,3.7,3.445630501,0.6190476190476191,0
35126,2021-05-06 11:30:00,0.4482,510050C2109M03000,3.0,3.445630501,0.3809523809523809,1
35127,2021-05-06 11:30:00,0.0272,510050C2109M04000,4.0,3.445630501,0.3809523809523809,1
35128,2021-05-06 11:30:00,0.0015,510050C2105M03800,3.8,3.445630501,0.05555555555555555,1
35129,2021-05-06 11:30:00,0.0028,510050C2106M04200,4.2,3.445630501,0.13095238095238096,1
35130,2021-05-06 11:30:00,0.0747,510050P2109M03200,3.2,3.445630501,0.3809523809523809,0
35131,2021-05-06 11:30:00,0.1533,510050C2105M03300,3.3,3.445630501,0.05555555555555555,1
35132,2021-05-06 11:30:00,0.001,510050P2105M03000,3.0,3.445630501,0.05555555555555555,0
35133,2021-05-06 11:30:00,0.156,510050P2109M03400,3.4,3.445630501,0.3809523809523809,0
35134,2021-05-06 11:30:00,0.5583,510050P2112A03900,3.9,3.445630501,0.6190476190476191,0
35135,2021-05-06 11:30:00,0.2298,510050C2109M03300,3.3,3.445630501,0.3809523809523809,1
35136,2021-05-06 11:30:00,0.1716,510050P2105M03600,3.6,3.445630501,0.05555555555555555,0
35137,2021-05-06 11:30:00,0.3309,510050C2112A03200,3.2,3.445630501,0.6190476190476191,1
35138,2021-05-06 11:30:00,0.2096,510050P2109M03500,3.5,3.445630501,0.3809523809523809,0
35139,2021-05-06 11:30:00,0.002,510050P2105M03100,3.1,3.445630501,0.05555555555555555,0
35140,2021-05-06 11:30:00,0.1102,510050P2109M03300,3.3,3.445630501,0.3809523809523809,0
35141,2021-05-06 11:30:00,0.965,510050P2106M04400,4.4,3.445630501,0.13095238095238096,0
35142,2021-05-06 11:30:00,0.0699,510050C2109M03700,3.7,3.445630501,0.3809523809523809,1
35143,2021-05-06 11:30:00,0.0009,510050C2105M04000,4.0,3.445630501,0.05555555555555555,1
35144,2021-05-06 11:30:00,0.478,510050P2112A03800,3.8,3.445630501,0.6190476190476191,0
35145,2021-05-06 11:30:00,0.1319,510050C2109M03500,3.5,3.445630501,0.3809523809523809,1
35146,2021-05-06 11:30:00,0.7585,510050P2106M04200,4.2,3.445630501,0.13095238095238096,0
35147,2021-05-06 11:30:00,0.0036,510050C2105M03700,3.7,3.445630501,0.05555555555555555,1
